grid,velocity,T,D,X_H2,X_H,X_O,X_O2,X_OH,X_H2O,X_HO2,X_H2O2,X_C,X_CH,X_CH2,X_CH2(S),X_CH3,X_CH4,X_CO,X_CO2,X_HCO,X_CH2O,X_CH2OH,X_CH3O,X_CH3OH,X_C2H,X_C2H2,X_C2H3,X_C2H4,X_C2H5,X_C2H6,X_HCCO,X_CH2CO,X_HCCOH,X_N,X_NH,X_NH2,X_NH3,X_NNH,X_NO,X_NO2,X_N2O,X_HNO,X_CN,X_HCN,X_H2CN,X_HCNN,X_HCNO,X_HOCN,X_HNCO,X_NCO,X_N2,X_AR,X_C3H7,X_C3H8,X_CH2CHO,X_CH3CHO
0.0200625,0.382610134,300.04961,1.12179223,0.000531160678,1.25046474e-17,1.80877169e-11,0.189940805,5.92908966e-13,5.72518655e-06,7.09094023e-09,3.94898829e-09,-3.31659369e-21,-8.10356236e-22,-5.33274271e-20,-1.38141005e-22,4.87367584e-10,0.0949709254,5.90199826e-07,2.77762055e-08,-1.06655425e-20,5.2311058e-09,-8.92329667e-21,1.22456336e-12,7.55880356e-10,-1.13448499e-21,1.57937321e-10,-8.58969723e-21,1.08657753e-09,1.02789188e-17,1.59672589e-09,-7.78504949e-20,2.08989853e-11,1.47992863e-14,2.3245058e-17,-1.24879876e-17,6.14942749e-12,2.03042597e-12,-1.02468013e-21,2.96548488e-11,2.54923812e-11,4.41761039e-14,1.42901129e-13,-3.84171045e-21,2.57963048e-12,3.45503638e-14,-5.39355262e-21,5.17582692e-14,-4.90716996e-16,5.11384748e-13,3.57023956e-15,0.714550746,-5.98603944e-17,-2.08360163e-14,1.53759252e-12,-6.76756908e-19,9.93071983e-12
0.02025,0.382957218,300.19794,1.12077552,0.000970927011,2.73304593e-16,5.62909288e-11,0.189849256,8.55922144e-12,2.26884235e-05,3.00067683e-08,1.6788418e-08,1.45896053e-21,3.58666094e-22,6.31490055e-19,3.07882086e-20,1.92904527e-09,0.0949229586,2.50151305e-06,1.47017199e-07,1.37302657e-18,2.79409055e-08,2.9855503e-20,1.84816311e-11,4.10273978e-09,5.08129007e-22,7.98448165e-10,4.08005656e-21,5.66900825e-09,1.1615384e-15,8.92861149e-09,5.29110377e-20,1.26699082e-10,7.20076465e-14,1.17409767e-15,1.10230039e-17,1.82540071e-11,8.21288098e-12,4.52792397e-22,1.25623829e-10,1.24353576e-10,2.35789387e-13,4.79317901e-13,1.70846331e-21,1.40349026e-11,5.02520563e-14,2.38970795e-21,2.75345425e-13,2.65173823e-15,2.70739309e-12,9.38040039e-15,0.714231425,8.66383873e-17,-1.88287146e-14,1.07708042e-11,6.99601218e-18,6.06891369e-11
0.02034375,0.383412322,300.449031,1.11944518,0.00134210531,2.01303139e-15,1.07801927e-10,0.18976574,4.90909123e-11,5.12508137e-05,7.10110671e-08,3.97983978e-08,1.48919289e-20,3.63723504e-21,7.94847022e-18,3.95026043e-19,4.3274315e-09,0.0948763901,5.92285974e-06,4.08564848e-07,1.9330363e-17,7.80831117e-08,4.47809702e-19,1.10769102e-10,1.1615578e-08,5.10179724e-21,2.14529883e-09,4.29565171e-20,1.55866861e-08,1.37189439e-14,2.58460568e-08,4.68076043e-19,3.89771543e-10,2.14154529e-13,2.90489024e-15,6.49549988e-17,3.3964944e-11,1.8814123e-11,4.60471789e-21,2.98856042e-10,3.24917496e-10,6.58879815e-13,1.08242538e-12,1.72582893e-20,3.9686628e-11,8.55744286e-14,2.42151899e-20,7.6737918e-13,9.46162754e-15,7.54094407e-12,2.18787115e-14,0.713957932,2.49127277e-16,-1.38564006e-14,3.69846691e-11,3.94486417e-17,1.87824959e-10
0.0204375,0.384440583,301.098151,1.11645101,0.00188308059,1.54636422e-14,2.1817737e-10,0.189629456,2.63416283e-10,0.000124794817,1.82417316e-07,1.02320367e-07,-1.51182432e-20,-3.70677011e-21,9.74430618e-17,5.03322623e-18,1.03624526e-08,0.0947947789,1.52189573e-05,1.2595934e-06,3.0514645e-16,2.42053319e-07,6.75343189e-18,6.64262752e-10,3.65710667e-08,-5.23286869e-21,6.36521247e-09,3.23379815e-20,4.74711564e-08,1.30273793e-13,8.34573305e-08,7.82809265e-19,1.34831334e-09,7.31373361e-13,6.37946634e-15,4.54465122e-17,6.63581277e-11,4.65504054e-11,-4.68213105e-21,7.73624137e-10,9.3299572e-10,2.0433706e-12,2.72278978e-12,-1.77154382e-20,1.24706684e-10,2.02688038e-13,-2.46151948e-20,2.37268775e-12,3.09681605e-14,2.33172262e-11,6.08955715e-14,0.713550695,-1.73722445e-17,5.10812392e-15,1.44809649e-10,2.1289162e-16,6.54147457e-10
0.02053125,0.386874837,302.769696,1.10942619,0.00266989759,1.24282368e-13,4.6035227e-10,0.189392531,1.34185787e-09,0.000313523045,4.85017616e-07,2.71087009e-07,-4.35947605e-21,-1.03359376e-21,1.20035745e-15,6.24530411e-17,2.51859203e-08,0.0946405932,4.04090859e-05,4.02009006e-06,4.90275909e-15,7.75059466e-07,1.11991178e-16,3.93396943e-09,1.19180861e-07,-1.49785229e-21,1.95468236e-08,1.18222183e-18,1.49652654e-07,1.19784796e-12,2.79003479e-07,1.51199337e-17,4.82902273e-09,2.61025634e-12,1.56191582e-14,6.05022369e-16,1.32990855e-10,1.18880945e-10,-1.26603868e-21,2.07790213e-09,2.76387321e-09,6.56295626e-12,7.17192155e-12,-4.78517226e-21,4.05527196e-10,5.92657803e-13,-7.18349546e-21,7.59707261e-12,1.01683102e-13,7.46538049e-11,1.89184062e-13,0.712936883,-2.81036463e-17,8.39388157e-14,5.86875245e-10,1.4956117e-15,2.35879187e-09
0.020578125,0.389402776,304.58445,1.10222398,0.00319607015,4.11430987e-13,7.02348917e-10,0.189195644,3.3022616e-09,0.000517860758,8.32354316e-07,4.60621031e-07,-2.95098369e-20,-7.21637736e-21,4.72081551e-15,2.47382157e-16,4.04264123e-08,0.0945032542,6.9059054e-05,7.708598e-06,2.3022478e-14,1.48538015e-06,5.3278649e-16,1.12581645e-08,2.31555709e-07,-1.02434933e-20,3.65707014e-08,5.71706574e-18,2.84688192e-07,4.81385378e-12,5.51210884e-07,7.06159506e-17,9.98170552e-09,5.39174358e-12,2.53671097e-14,2.2655237e-15,1.92546737e-10,1.98323952e-10,-9.14569102e-21,3.59762619e-09,5.03140523e-09,1.26362151e-11,1.22304884e-11,-3.51461338e-20,7.86791544e-10,1.12507224e-12,-4.85682668e-20,1.45981014e-11,1.96518249e-13,1.43447572e-10,3.60920518e-13,0.712506439,3.62899625e-17,2.23881626e-13,1.31879051e-09,4.54683779e-15,4.89792061e-09
0.020625,0.393778465,307.797319,1.089976,0.00383829554,1.41536848e-12,1.11166684e-09,0.188898376,7.89347679e-09,0.000878796396,1.47776347e-06,8.04783149e-07,-7.10879586e-21,-1.982295e-21,1.8403229e-14,9.7624407e-16,6.6366961e-08,0.0942862464,0.000121804583,1.5466279e-05,1.09885178e-13,2.97447027e-06,2.5723336e-15,3.26287506e-08,4.71352045e-07,-2.88093145e-21,7.13720879e-08,2.92987863e-17,5.66044912e-07,1.82285144e-11,1.14385583e-06,3.60182266e-16,2.17969832e-08,1.17700942e-11,4.23309391e-14,8.61112289e-15,2.82986611e-10,3.4032221e-10,-2.05373359e-21,6.46313408e-09,9.49764313e-09,2.54712017e-11,2.15416188e-11,-8.43870322e-21,1.59900552e-09,2.26483918e-12,-1.21326425e-20,2.93595441e-11,3.96811976e-13,2.88493976e-10,7.23229105e-13,0.711953342,5.02066947e-16,6.04704341e-13,3.16755991e-09,1.54153011e-14,1.07514581e-08
0.020671875,0.401340128,313.434884,1.06943973,0.0046179345,5.15492874e-12,1.83713086e-09,0.188435377,1.83397863e-08,0.00151027246,2.67572853e-06,1.41856191e-06,5.29111261e-19,1.34852421e-19,7.08162525e-14,3.83558225e-15,1.11094463e-07,0.0939362164,0.00021816876,3.16351298e-05,5.18624087e-13,6.05591365e-06,1.2243628e-14,9.43808628e-08,9.77890385e-07,1.99871559e-19,1.41893687e-07,1.55061279e-16,1.14689813e-06,6.71238562e-11,2.4222065e-06,1.88920488e-15,4.86183661e-08,2.62492431e-11,7.14609937e-14,3.33228585e-14,4.19419803e-10,5.91773053e-10,1.63706447e-19,1.18931828e-08,1.81440287e-08,5.23520537e-11,3.85390793e-11,6.58707465e-19,3.31184082e-09,4.6792902e-12,8.94142437e-19,6.02041188e-11,8.15423467e-13,5.91572606e-10,1.47971209e-12,0.711235216,1.44890073e-15,1.67686238e-12,7.79200532e-09,5.75645909e-14,2.41129496e-08
0.0206953125,0.407163176,317.813903,1.05414512,0.00506816902,1.05824637e-11,2.44687411e-09,0.188099922,2.83613771e-08,0.00199918178,3.66188941e-06,1.89500828e-06,-1.06964721e-18,-2.76338774e-19,1.44100138e-13,7.92358103e-15,1.47283936e-07,0.0936776521,0.0002956851,4.61700765e-05,1.16398523e-12,8.79666655e-06,2.75899521e-14,1.67886842e-07,1.43800643e-06,-4.16212757e-19,2.03791035e-07,3.71311681e-16,1.66471451e-06,1.38520682e-10,3.60567177e-06,4.51151358e-15,7.45562311e-08,4.02488909e-11,9.18669979e-14,7.17941004e-14,5.13100739e-10,7.88477782e-10,-3.26133874e-19,1.64807884e-08,2.53495785e-08,7.66160954e-11,5.21918503e-11,-1.36362752e-18,4.86566765e-09,6.87559268e-12,-1.82653553e-18,8.79919047e-11,1.19038486e-12,8.64634068e-10,2.15625268e-12,0.710791435,2.68286094e-17,3.00467206e-12,1.26625582e-08,1.21466492e-13,3.71010184e-08
0.02071875,0.415039534,323.764379,1.03414022,0.00556261346,2.26246539e-11,3.33396968e-09,0.187660441,4.38174565e-08,0.00266141334,5.06494928e-06,2.54031865e-06,7.97803958e-19,2.09611451e-19,2.98380453e-13,1.67318629e-14,1.99339001e-07,0.0933359202,0.000403947675,6.82620212e-05,2.64099559e-12,1.29254304e-05,6.28145017e-14,3.00826547e-07,2.14247194e-06,3.22776501e-19,2.96155278e-07,9.48763967e-16,2.44654205e-06,2.85353415e-10,5.44620189e-06,1.12690043e-14,1.16276193e-07,6.27690532e-11,1.22644886e-13,1.57854804e-13,6.29436365e-10,1.05707096e-09,2.50674335e-19,2.31506347e-08,3.56568387e-08,1.13621097e-10,7.12432975e-11,1.04442628e-18,7.24199024e-09,1.02472053e-11,1.38043983e-18,1.30306132e-10,1.76420356e-12,1.28041575e-09,3.19320451e-12,0.710275727,8.93613437e-16,5.60054491e-12,2.10526446e-08,2.74426028e-13,5.80788289e-08
